date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:52	83754/83754	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:30:51%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/2863	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/2863.json	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:52	2216/2216	---M-Z	200	added ('OK')	application/json	etag:%222555-1745166652;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fkiltwalk-dundee%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embedae5a.json	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:30:52%20GMT	https://nhstayside.foundation/?p=2863	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index9ae4.html	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:53	2400/2400	---M--	200	added ('OK')	text/xml	etag:%222556-1745166653;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fkiltwalk-dundee%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed95f4	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:57	272790/272790	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:04:32%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/09/Foundation50-IGPost-web.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/09/Foundation50-IGPost-web.jpg	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:58	217090/217090	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:04:34%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/09/Foundation50-IGStory-web-scaled.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/09/Foundation50-IGStory-web-scaled.jpg	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:58	1936/1936	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2021%20Jan%202025%2020:16:51%20GMT	https://nhstayside.foundation/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:30:59	3721/3721	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2013:36:44%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:00	24109/24109	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2013:36:44%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:01	12943135/12943135	---M--	200	added ('OK')	application/pdf	date:Tue,%2003%20Dec%202024%2014:57:24%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/12/NHS-TCF-Digital-Welcome-Pack-Kiltwalk.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/12/NHS-TCF-Digital-Welcome-Pack-Kiltwalk.pdf	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:01	40/40	---M--	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2016:09:33%20GMT	https://nhstayside.foundation/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:02	137522/137522	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2016:09:33%20GMT	https://nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:03	6263/6263	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2013:36:44%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:04	5407/5407	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2001%20Apr%202025%2012:19:20%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:05	48393/48393	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2001%20Apr%202025%2012:19:19%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor/assets/js/frontend-modules.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor/assets/js/frontend-modules.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:06	4776/4776	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2006:50:38%20GMT	https://nhstayside.foundation/wp-includes/js/dist/hooks.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-includes/js/dist/hooks.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:07	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2002%20Apr%202024%2019:35:48%20GMT	https://nhstayside.foundation/wp-includes/js/dist/i18n.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-includes/js/dist/i18n.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:08	24210/24210	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2013:36:44%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/frontend.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/frontend.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:09	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2020:52:06%20GMT	https://nhstayside.foundation/wp-includes/js/jquery/ui/core.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-includes/js/jquery/ui/core.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:10	44243/44243	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2001%20Apr%202025%2012:19:19%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor/assets/js/frontend.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor/assets/js/frontend.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:11	44708/44708	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Apr%202025%2013:36:44%20GMT	https://nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:12	681/681	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2016:09:33%20GMT	https://nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:13	19142/19142	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2016:09:33%20GMT	https://nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:14	40892/40892	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2016:09:35%20GMT	https://nhstayside.foundation/wp-content/plugins/elementskit/widgets/init/assets/js/elementor.js	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/plugins/elementskit/widgets/init/assets/js/elementor.js	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:15	66659/66659	---M-Z	200	added ('OK')	text/css	date:Sun,%2030%20Mar%202025%2008:53:09%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/a0725bdce4bd89f32ce2588d8025b37f.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/a0725bdce4bd89f32ce2588d8025b37f4c8a.css	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:17	179123/179123	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Nov%202024%2016:04:53%20GMT	https://nhstayside.foundation/wp-content/uploads/2024/11/SFW-iStock-1291263054.jpg	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2024/11/SFW-iStock-1291263054.jpg	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:17	21611357/21611357	---M--	200	added ('OK')	application/zip	date:Tue,%2025%20Mar%202025%2010:04:08%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/03/Kiltwalk-Welcome-Pack-2.zip	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/03/Kiltwalk-Welcome-Pack-2.zip	(from https://nhstayside.foundation/kiltwalk-dundee/)
17:31:18	46400/46400	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:17%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/1096	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/1096.json	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:18	2110/2110	---M-Z	200	added ('OK')	application/json	etag:%222557-1745166678;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fchristmas-giving-appeal%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed6a99.json	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:19	2256/2256	---M--	200	added ('OK')	text/xml	etag:%222558-1745166679;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fchristmas-giving-appeal%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed39b8	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:20	143671/143671	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Apr%202025%2010:58:53%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/497d7a1b02af0946a332e47ac33ef990.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/497d7a1b02af0946a332e47ac33ef9904c8a.css	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:19%20GMT	https://nhstayside.foundation/?p=1096	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index52a0.html	(from https://nhstayside.foundation/christmas-giving-appeal/)
17:31:21	6497/6497	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:21%20GMT	https://nhstayside.foundation/wp-json/wp/v2/posts/3629	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/posts/3629.json	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:22	2587/2587	---M-Z	200	added ('OK')	application/json	etag:%222559-1745166682;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F04%2F10%2Fwellbeing-woods-project%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embedb60e.json	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:23%20GMT	https://nhstayside.foundation/?p=3629	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/indexa474.html	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:23	2765/2765	---M--	200	added ('OK')	text/xml	etag:%222560-1745166683;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F04%2F10%2Fwellbeing-woods-project%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed18b0	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:24	201422/201422	---M-Z	200	added ('OK')	text/html	etag:%221763-1744994307;gz%22	https://nhstayside.foundation/2025/02/19/feeding-bellies-not-bins-with-signpost-international/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/02/19/feeding-bellies-not-bins-with-signpost-international/index.html	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:24	199910/199910	---M-Z	200	added ('OK')	text/html	etag:%221773-1744994324;gz%22	https://nhstayside.foundation/2025/01/28/nhs-tayside-charitable-foundation-supports-kanzen-for-life-with-25000-funding-boost/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/01/28/nhs-tayside-charitable-foundation-supports-kanzen-for-life-with-25000-funding-boost/index.html	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:24	144381/144381	---M-Z	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2005:46:03%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/8d74b577826858dc8a23087842a5a89e.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/8d74b577826858dc8a23087842a5a89e4c8a.css	(from https://nhstayside.foundation/category/case-study/)
17:31:24	199867/199867	---M-Z	200	added ('OK')	text/html	etag:%221774-1744994326;gz%22	https://nhstayside.foundation/2025/01/20/the-impact-of-cake-or-dice-and-neon-digital/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2025/01/20/the-impact-of-cake-or-dice-and-neon-digital/index.html	(from https://nhstayside.foundation/2025/04/10/wellbeing-woods-project/)
17:31:25	677/677	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:25%20GMT	https://nhstayside.foundation/wp-json/wp/v2/categories/12	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/categories/12.json	(from https://nhstayside.foundation/category/case-study/)
17:31:26	201220/201220	---M-Z	200	added ('OK')	text/html	etag:%221787-1744994348;gz%22	https://nhstayside.foundation/2024/10/07/new-therapeutic-garden-blooms-at-perth-royal-infirmary/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/2024/10/07/new-therapeutic-garden-blooms-at-perth-royal-infirmary/index.html	(from https://nhstayside.foundation/category/case-study/)
17:31:26	668/668	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:26%20GMT	https://nhstayside.foundation/wp-json/wp/v2/categories/6	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/categories/6.json	(from https://nhstayside.foundation/category/projects/)
17:31:27	143652/143652	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Mar%202025%2018:14:35%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/600423c17026d68075762ba3f4673194.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/600423c17026d68075762ba3f46731944c8a.css	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:28	51586/51586	---MC-	200	added ('OK')	application/rss+xml	etag:%22e3c43759cff371ecf2860451fe52c60e%22	https://nhstayside.foundation/category/case-study/feed/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/category/case-study/feed/index.html	(from https://nhstayside.foundation/category/case-study/)
17:31:28	51580/51580	---MC-	200	added ('OK')	application/rss+xml	etag:%22e3c43759cff371ecf2860451fe52c60e%22	https://nhstayside.foundation/category/projects/feed/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/category/projects/feed/index.html	(from https://nhstayside.foundation/category/projects/)
17:31:29	5530/5530	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:29%20GMT	https://nhstayside.foundation/wp-json/wp/v2/posts/3614	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/posts/3614.json	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:29	2441/2441	---M-Z	200	added ('OK')	application/json	etag:%222561-1745166689;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F27%2Fthe-impact-of-our-partnership-with-heart-space%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed25ca.json	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:30	145611/145611	---MCZ	200	added ('OK')	text/html	etag:%222562-1745166689;gz%22	https://nhstayside.foundation/category/case-study/page/2/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/category/case-study/page/2/index.html	(from https://nhstayside.foundation/category/case-study/)
17:31:30	2619/2619	---M--	200	added ('OK')	text/xml	etag:%222563-1745166690;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F27%2Fthe-impact-of-our-partnership-with-heart-space%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed344e	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:32%20GMT	https://nhstayside.foundation/?p=3614	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index51ca.html	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:32	5785/5785	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:32%20GMT	https://nhstayside.foundation/wp-json/wp/v2/posts/3552	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/posts/3552.json	(from https://nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/)
17:31:33	14915135/14915135	---M--	200	added ('OK')	application/pdf	date:Tue,%2025%20Mar%202025%2021:09:00%20GMT	https://nhstayside.foundation/wp-content/uploads/2025/03/NHSTCF-End-Of-Grant.pdf	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/uploads/2025/03/NHSTCF-End-Of-Grant.pdf	(from https://nhstayside.foundation/2025/03/27/the-impact-of-our-partnership-with-heart-space/)
17:31:33	2380/2380	---M-Z	200	added ('OK')	application/json	etag:%222564-1745166693;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F04%2Fcovid-response-for-staff-and-patients%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed4b8f.json	(from https://nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/)
17:31:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:34%20GMT	https://nhstayside.foundation/?p=3552	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index4801.html	(from https://nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/)
17:31:34	2558/2558	---M--	200	added ('OK')	text/xml	etag:%222565-1745166694;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F04%2Fcovid-response-for-staff-and-patients%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed09dc	(from https://nhstayside.foundation/2025/03/04/covid-response-for-staff-and-patients/)
17:31:35	144355/144355	---M-Z	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2003:03:11%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/abb8d10c1c572b3de2a59e8824db1813.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/abb8d10c1c572b3de2a59e8824db18134c8a.css	(from https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/)
17:31:36	6183/6183	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:36%20GMT	https://nhstayside.foundation/wp-json/wp/v2/posts/3545	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/posts/3545.json	(from https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/)
17:31:37	2569/2569	---M-Z	200	added ('OK')	application/json	etag:%222566-1745166697;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F04%2Ftayside-healthcare-arts-trust-2021-22%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed7876.json	(from https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/)
17:31:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:38%20GMT	https://nhstayside.foundation/?p=3545	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index6414.html	(from https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/)
17:31:38	2750/2750	---M--	200	added ('OK')	text/xml	etag:%222567-1745166698;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2F2025%2F03%2F04%2Ftayside-healthcare-arts-trust-2021-22%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed0fff	(from https://nhstayside.foundation/2025/03/04/tayside-healthcare-arts-trust-2021-22/)
17:31:39	66443/66443	---M-Z	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2010:09:45%20GMT	https://nhstayside.foundation/wp-content/litespeed/ucss/0169c7576e2e0aed723610cb3aa584da.css?ver=25cf2	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/ucss/0169c7576e2e0aed723610cb3aa584da4c8a.css	(from https://nhstayside.foundation/privacy-policy/)
17:31:40	73450/73450	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Apr%202025%2016:31:40%20GMT	https://nhstayside.foundation/wp-json/wp/v2/pages/3	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/wp/v2/pages/3.json	(from https://nhstayside.foundation/privacy-policy/)
17:31:41	760/760	---M--	200	added ('OK')	application/rss+xml	etag:%22e3c43759cff371ecf2860451fe52c60e%22	https://nhstayside.foundation/privacy-policy/feed/	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/privacy-policy/feed/index.html	(from https://nhstayside.foundation/privacy-policy/)
17:31:41	2065/2065	---M-Z	200	added ('OK')	application/json	etag:%222568-1745166701;gz%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fprivacy-policy%2F	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed4039.json	(from https://nhstayside.foundation/privacy-policy/)
17:31:42	2211/2211	---M--	200	added ('OK')	text/xml	etag:%222569-1745166702;;;%22	https://nhstayside.foundation/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhstayside.foundation%2Fprivacy-policy%2F&format=xml	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-json/oembed/1.0/embed5ca2	(from https://nhstayside.foundation/privacy-policy/)
17:31:43	11925/11925	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Apr%202025%2016:31:28%20GMT	https://nhstayside.foundation/wp-content/litespeed/css/cf1608e6e85ba1349c9128e31c44644b.css?ver=4644b	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/wp-content/litespeed/css/cf1608e6e85ba1349c9128e31c44644b590e.css	(from https://nhstayside.foundation/complaints-procedure/)
17:31:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Apr%202025%2016:31:42%20GMT	https://nhstayside.foundation/?p=3	'/Users/murad/Desktop/NHStyside%20Clone'/nhschatbot/nhstayside.foundation/index2207.html	(from https://nhstayside.foundation/privacy-policy/)
